"(8, 9)",[-1.7400448  -1.65256714 -1.66541149 -1.67570593]
"(9, 9)",[-1.24121518 -1.31177959 -1.35236312 -1.25654911]
"(8, 8)",[-2.24589599 -2.14154051 -2.19498798 -2.18652794]
"(7, 8)",[-2.40908369 -2.44448197 -2.46019796 -2.38994176]
"(6, 9)",[-1.80670156 -1.77535833 -1.85149959 -1.70488236]
"(7, 6)",[-2.35684864 -2.36993766 -2.40207269 -2.38456071]
"(5, 6)",[-2.21086419 -2.15402788 -2.1835453  -2.2429761 ]
"(9, 6)",[-1.89819757 -1.84572889 -1.79508381 -1.81064068]
"(-8, -6)",[-0.1 -0.1 -0.1  0. ]
"(-6, -8)",[-0.19   -0.1999 -0.19   -0.1   ]
"(-4, -8)",[-0.3994004  -0.32918725 -0.3636901  -0.41025023]
"(-5, -9)",[-0.1999  -0.19    -0.1     -0.11881]
"(-4, -9)",[-0.1999 -0.1    -0.1999 -0.1099]
"(-5, 7)",[-0.19   -0.19   -0.19   -0.1999]
"(-3, 7)",[-0.1999     -0.14712706 -0.00429001 -0.2259815 ]
"(3, 8)",[-2.15333689 -2.10200105 -2.16365733 -2.13333629]
"(4, 9)",[-1.86590285 -1.93973046 -1.96901179 -1.98732268]
"(5, 9)",[-2.00094724 -1.92177288 -1.86039095 -1.85932628]
"(2, 9)",[-1.54766063 -1.59923704 -1.51476738 -1.5587193 ]
"(-1, 9)",[-1.27861323 -1.19736231 -1.27684901 -1.2387    ]
"(3, 9)",[-1.92520413 -2.02798099 -1.9007396  -1.96397736]
"(9, 7)",[-1.81125927 -1.86027822 -1.88207099 -1.90082929]
"(9, 8)",[-1.92801731 -1.82301187 -1.81778347 -1.90943121]
"(-9, -3)",[-0.1  0.   0.   0. ]
"(-9, -1)",[-0.1099  0.      0.      0.    ]
"(-2, 7)",[-0.34383114 -0.41427205 -0.23364669 -0.41509734]
"(-9, 4)",[-0.1  0.   0.   0. ]
"(-4, 9)",[ 0.  -0.1  0.   0. ]
"(-3, 8)",[-0.19       -0.13942858 -0.21680004 -0.26009428]
"(-3, 6)",[-0.1999     -0.15916709  3.42983915 -0.23109245]
"(-4, -7)",[-0.24223625 -0.11881    -0.1099     -0.1899584 ]
"(-8, -8)",[-0.1 -0.1 -0.1  0. ]
"(-9, -8)",[-0.1  0.   0.   0. ]
"(-3, 9)",[-0.1        -0.19459451  0.         -0.1       ]
"(-6, 8)",[-0.19 -0.19 -0.1  -0.1 ]
"(-5, 8)",[-0.19   -0.1    -0.1099 -0.1   ]
"(-7, 8)",[-0.1  0.   0.  -0.1]
"(-4, 8)",[-0.1 -0.1  0.   0. ]
"(-8, 0)",[-0.1099  0.      0.      0.    ]
"(-6, 6)",[-0.1    -0.1099  0.     -0.1099]
"(-9, -4)",[ 0.   0.  -0.1  0. ]
"(-9, 9)",[-0.1  0.   0.   0. ]
"(-8, 9)",[-0.1  0.   0.   0. ]
"(-8, 8)",[-0.1  0.   0.   0. ]
"(-6, 5)",[-0.1099    -0.1099    -0.1197901  0.       ]
"(-7, 7)",[-0.1    -0.1099  0.      0.    ]
"(-6, 7)",[-0.1099  0.      0.      0.    ]
"(-7, -9)",[-0.1    -0.1099  0.      0.    ]
"(-9, -5)",[-0.1099  0.      0.      0.    ]
"(-7, -8)",[ 0.   0.   0.  -0.1]
"(-5, -8)",[-0.1        -0.11098674 -0.11881     0.        ]
